# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2181962	2182294	-	LNNEOK_10920	rplV	50S ribosomal protein L22	COG:COG0091, COG:J, GO:0000311, GO:0003735, GO:0006412, GO:0015934, GO:0019843, GO:0022625, RefSeq:WP_000447529.1, SO:0001217, UniParc:UPI000003EAE2, UniRef:UniRef100_A8AQL2, UniRef:UniRef50_Q9CL36, UniRef:UniRef90_Q9CL36
contig_1	cds	2182309	2182587	-	LNNEOK_10925	rpsS	30S ribosomal protein S19	COG:COG0185, COG:J, GO:0000314, GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843, GO:0022627, RefSeq:WP_001138117.1, SO:0001217, UniParc:UPI000003EAE3, UniRef:UniRef100_A8AQL3, UniRef:UniRef50_A4GYV1, UniRef:UniRef90_A1JS33
contig_1	cds	2182604	2183425	-	LNNEOK_10930	rplB	50S ribosomal protein L2	GO:0000315, GO:0003735, GO:0005829, GO:0006412, GO:0015934, GO:0016740, GO:0019843, GO:0022625, RefSeq:WP_000301864.1, SO:0001217, UniParc:UPI000003EAE4, UniRef:UniRef100_A7ZSK6, UniRef:UniRef50_A7ZSK6, UniRef:UniRef90_A7ZSK6
contig_1	cds	2183443	2183745	-	LNNEOK_10935	rplW	50S ribosomal protein L23	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_000617544.1, SO:0001217, UniParc:UPI000003EAE5, UniRef:UniRef100_P0ADZ2, UniRef:UniRef50_A0KF23, UniRef:UniRef90_P0ADZ2
contig_1	cds	2183742	2184347	-	LNNEOK_10940	rplD	50S ribosomal protein L4	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_000424395.1, SO:0001217, UniParc:UPI000003EAE6, UniRef:UniRef100_A8AQL8, UniRef:UniRef50_P49226, UniRef:UniRef90_P49226
contig_1	cds	2184358	2184987	-	LNNEOK_10945	rplC	50S ribosomal protein L3	COG:COG0087, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, KEGG:K02906, RefSeq:WP_121333746.1, SO:0001217, UniParc:UPI000EB19E2F, UniRef:UniRef100_UPI000EB19E2F, UniRef:UniRef50_Q6CZX0, UniRef:UniRef90_Q6CZX0
contig_1	cds	2185020	2185331	-	LNNEOK_10950	rpsJ	30S ribosomal protein S10	COG:COG0051, COG:J, GO:0000049, GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_001181004.1, SO:0001217, UniParc:UPI000003EAE8, UniRef:UniRef100_A7ZSL0, UniRef:UniRef50_P48853, UniRef:UniRef90_A7ZSL0
contig_1	cds	2185569	2185988	-	LNNEOK_10955	gspB	putative general secretion pathway protein GspB	GO:0005886, RefSeq:WP_000461443.1, SO:0001217, UniParc:UPI0000D50CDF, UniRef:UniRef100_A0A0D8VPL8, UniRef:UniRef50_P03825, UniRef:UniRef90_P03825
contig_1	cds	2185990	2187459	-	LNNEOK_10960	gspA	type II secretion system protein GspA	BlastRules:WP_000107576, GO:0005524, GO:0005829, GO:0005886, GO:0016887, RefSeq:WP_000107589.1, SO:0001217, UniParc:UPI0001E8A483, UniRef:UniRef100_A0A3L3ZTE1, UniRef:UniRef50_P45756, UniRef:UniRef90_P45756
contig_1	cds	2187639	2188454	+	LNNEOK_10965	gspC	type II secretion system protein GspC	COG:COG3031, COG:U, GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_001142674.1, SO:0001217, UniParc:UPI00000DF139, UniRef:UniRef100_A0A0D8VPZ1, UniRef:UniRef50_P45757, UniRef:UniRef90_P45757
contig_1	cds	2188438	2190390	+	LNNEOK_10970	gspD	type II secretion system secretin GspD	COG:COG1450, COG:U, GO:0009279, GO:0009306, GO:0015627, GO:0015628, GO:0042802, RefSeq:WP_001774055.1, SO:0001217, UniParc:UPI0002A2B998, UniRef:UniRef100_UPI0002A2B998, UniRef:UniRef50_P45758, UniRef:UniRef90_P45758
contig_1	cds	2190400	2191881	+	LNNEOK_10975	gspE	type II secretion system ATPase GspE	COG:COG2804, COG:NUW, EC:7.4.2.8, GO:0005524, GO:0005886, GO:0008564, GO:0015627, GO:0015628, GO:0016887, GO:0046872, RefSeq:WP_001219895.1, SO:0001217, UniParc:UPI00005EF726, UniRef:UniRef100_A0A0K6BML6, UniRef:UniRef50_P37093, UniRef:UniRef90_P45759
contig_1	cds	2191878	2193074	+	LNNEOK_10980	gspF	type II secretion system inner membrane protein GspF	COG:COG1459, COG:NUW, GO:0005886, GO:0015627, GO:0015628, GO:0046872, RefSeq:WP_001109576.1, SO:0001217, UniParc:UPI00000DF13B, UniRef:UniRef100_A0A0D6G3M4, UniRef:UniRef50_P41441, UniRef:UniRef90_P41441
contig_1	cds	2193084	2193521	+	LNNEOK_10985	gspG	type II secretion system major pseudopilin GspG	GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_001202877.1, SO:0001217, UniParc:UPI00000E4A7F, UniRef:UniRef100_A0A061LHA6, UniRef:UniRef50_P45773, UniRef:UniRef90_P41442
contig_1	cds	2193529	2194038	+	LNNEOK_10990	gspH	type II secretion system minor pseudopilin GspH	COG:COG2165, COG:NUW, GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_001539909.1, SO:0001217, UniParc:UPI0002A21FAA, UniRef:UniRef100_A0A377JZ38, UniRef:UniRef50_P41443, UniRef:UniRef90_P41443
contig_1	cds	2194035	2194412	+	LNNEOK_10995	gspI	type II secretion system minor pseudopilin GspI	COG:COG2165, COG:NUW, GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_001041748.1, SO:0001217, UniParc:UPI00018877C0, UniRef:UniRef100_A0A0V9HID5, UniRef:UniRef50_P45760, UniRef:UniRef90_P45760
contig_1	cds	2194405	2194992	+	LNNEOK_11000	gspJ	type II secretion system minor pseudopilin GspJ	BlastRules:WP_000610634, COG:COG4795, COG:U, GO:0005886, GO:0015627, GO:0015628, RefSeq:WP_000610632.1, SO:0001217, UniParc:UPI00005EF723, UniRef:UniRef100_E2QFI8, UniRef:UniRef50_P45761, UniRef:UniRef90_P45761
contig_1	cds	2194985	2195968	+	LNNEOK_11005	gspK	type II secretion system minor pseudopilin GspK	COG:COG3156, COG:U, GO:0005886, GO:0009306, GO:0016020, RefSeq:WP_001058513.1, SO:0001217, UniParc:UPI00019F374A, UniRef:UniRef100_A0A234NBB4, UniRef:UniRef50_P36678, UniRef:UniRef90_P45762
contig_1	cds	2195983	2196966	+	LNNEOK_11010	gspL	type II secretion system protein GspL	COG:COG3297, COG:U, GO:0015627, GO:0015628, SO:0001217, UniRef:UniRef50_P45763, UniRef:UniRef90_A0A7G6K8J4
contig_1	cds	2197143	2197604	+	LNNEOK_11015	gspM	type II secretion system protein GspM	BlastRules:WP_001295161, COG:COG3149, COG:U, RefSeq:WP_001298207.1, SO:0001217, UniParc:UPI00005EF720, UniRef:UniRef100_A0A0D8VMD9, UniRef:UniRef50_A0A0D8VMD9, UniRef:UniRef90_A0A0D8VMD9
contig_1	cds	2197604	2198281	+	LNNEOK_11020	gspO	prepilin peptidase GspO	BlastRules:WP_000178154, COG:COG1989, COG:NU, EC:3.4.23.43, GO:0004190, GO:0005886, GO:0006465, GO:0016740, RefSeq:WP_000178175.1, SO:0001217, UniParc:UPI0000D50CE5, UniRef:UniRef100_A0A2J1B687, UniRef:UniRef50_P25960, UniRef:UniRef90_P25960
contig_1	cds	2198310	2198786	-	LNNEOK_11025	bfr	bacterioferritin	COG:COG2193, COG:P, EC:1.16.3.1, GO:0004322, GO:0005506, GO:0005829, GO:0006826, GO:0006880, GO:0008199, GO:0016020, GO:0016491, GO:0020037, GO:0042802, GO:0042803, RefSeq:WP_000675504.1, SO:0001217, UniParc:UPI0000110851, UniRef:UniRef100_P0ABD4, UniRef:UniRef50_O68926, UniRef:UniRef90_P0ABD4
contig_1	cds	2198858	2199052	-	LNNEOK_11030	bfd	bacterioferritin-associated ferredoxin	COG:COG2906, COG:P, GO:0046872, GO:0051537, RefSeq:WP_000289085.1, SO:0001217, UniParc:UPI00001268AC, UniRef:UniRef100_P0AE57, UniRef:UniRef50_P0AE57, UniRef:UniRef90_P0AE57
contig_1	cds	2199221	2201923	-	LNNEOK_11035	chiA	bifunctional chitinase/lysozyme	BlastRules:WP_000773156, EC:3.2.1.14, EC:3.2.1.17, RefSeq:WP_000773146.1, SO:0001217, UniParc:UPI0000DAD044, UniRef:UniRef100_A0A192EVR1, UniRef:UniRef50_P13656, UniRef:UniRef90_A0A3L5GX40
contig_1	cds	2202215	2203399	-	LNNEOK_11040	tufA_E379K	translation elongation factor EF-Tu 1	GO:0003746, GO:0003924, GO:0005525, GO:0005737, GO:0006414, GO:0097216, RefSeq:WP_000031783.1, SO:0001217, UniParc:UPI000000E853, UniRef:UniRef100_A7ZSL4, UniRef:UniRef50_Q6FF97, UniRef:UniRef90_A7ZSL4
contig_1	cds	2203470	2205584	-	LNNEOK_11045	fusA	elongation factor G	COG:COG0480, COG:J, EC:3.6.5.-, GO:0003746, GO:0003924, GO:0005525, GO:0005737, GO:0006414, GO:0097216, KEGG:K02355, RefSeq:WP_000124700.1, SO:0001217, UniParc:UPI0000047C59, UniRef:UniRef100_A7ZSL5, UniRef:UniRef50_P43925, UniRef:UniRef90_B7NDU8
contig_1	cds	2205681	2206151	-	LNNEOK_11050	rpsG	30S ribosomal protein S7	COG:COG0049, COG:J, GO:0000049, GO:0000314, GO:0003735, GO:0006412, GO:0015935, GO:0019843, GO:0022627, RefSeq:WP_001138043.1, SO:0001217, UniParc:UPI0000163A1D, UniRef:UniRef100_C4ZUJ6, UniRef:UniRef50_Q83ES8, UniRef:UniRef90_Q9Z6D1
contig_1	cds	2206248	2206622	-	LNNEOK_11055	rpsL	30S ribosomal protein S12	COG:COG0048, COG:J, GO:0000049, GO:0000314, GO:0003735, GO:0006412, GO:0015935, GO:0019843, GO:0022627, RefSeq:WP_000246815.1, SO:0001217, UniParc:UPI0000047C5B, UniRef:UniRef100_A7ZSL7, UniRef:UniRef50_P14149, UniRef:UniRef90_A7ZSL7
contig_1	cds	2206748	2207035	-	LNNEOK_11060	tusB	sulfurtransferase complex subunit TusB	COG:COG2168, COG:J, EC:2.8.1.-, GO:0002143, GO:0005737, RefSeq:WP_000903382.1, SO:0001217, UniParc:UPI00005EF71A, UniRef:UniRef100_B7N0X9, UniRef:UniRef50_Q6CZW2, UniRef:UniRef90_Q8X885
contig_1	cds	2207042	2207401	-	LNNEOK_11065	tusC	sulfurtransferase complex subunit TusC	COG:COG2923, COG:J, EC:2.8.1.-, GO:0005737, GO:0008033, RefSeq:WP_000820731.1, SO:0001217, UniParc:UPI00018877C3, UniRef:UniRef100_B7N1C5, UniRef:UniRef50_Q7N9B6, UniRef:UniRef90_Q8X884
contig_1	cds	2207401	2207787	-	LNNEOK_11070	tusD	sulfurtransferase complex subunit TusD	COG:COG1553, COG:P, EC:2.8.1.-, GO:0005737, GO:0008033, GO:0016783, RefSeq:WP_001209693.1, SO:0001217, UniParc:UPI000187BE0F, UniRef:UniRef100_B7UK55, UniRef:UniRef50_Q7N9B7, UniRef:UniRef90_Q8X883
contig_1	cds	2207787	2208509	-	LNNEOK_11075	yheO	Uncharacterized protein YheO	COG:COG2964, COG:K, GO:0005829, RefSeq:WP_000091466.1, SO:0001217, UniParc:UPI000013B215, UniRef:UniRef100_P64625, UniRef:UniRef50_P64625, UniRef:UniRef90_P64625
contig_1	cds	2208676	2209488	-	LNNEOK_11080	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase	COG:COG0545, COG:O, EC:5.2.1.8, GO:0003755, GO:0006457, GO:0030288, GO:0042026, GO:0044183, RefSeq:WP_001356892.1, SO:0001217, UniParc:UPI0001F6649E, UniRef:UniRef100_A0A3P4G508, UniRef:UniRef50_P45523, UniRef:UniRef90_P45523
contig_1	cds	2209709	2209927	+	LNNEOK_11085	slyX	Protein SlyX	RefSeq:WP_001153615.1, SO:0001217, UniParc:UPI0000135A48, UniRef:UniRef100_B7UK58, UniRef:UniRef50_B7UK58, UniRef:UniRef90_B7UK58
contig_1	cds	2209976	2210566	-	LNNEOK_11090	slyD	peptidylprolyl isomerase	EC:5.2.1.8, GO:0003755, GO:0005507, GO:0005829, GO:0008270, GO:0009408, GO:0016151, GO:0022417, GO:0042026, GO:0043963, GO:0050821, GO:0050897, GO:0051082, GO:0051604, RefSeq:WP_000861334.1, SO:0001217, UniParc:UPI0000135A43, UniRef:UniRef100_P0A9L1, UniRef:UniRef50_Q7CFU4, UniRef:UniRef90_P0A9L1
contig_1	cds	2210661	2210861	-	LNNEOK_11095	yheV	YheV family putative zinc ribbon protein	COG:COG3529, COG:R, RefSeq:WP_001007730.1, SO:0001217, UniParc:UPI000013B21C, UniRef:UniRef100_P0ADX0, UniRef:UniRef50_P0ADX0, UniRef:UniRef90_P0ADX0
contig_1	cds	2210871	2212676	-	LNNEOK_11100	kefB	glutathione-regulated potassium-efflux system protein KefB	COG:COG1226, COG:P, GO:0005886, GO:0006813, GO:0015297, GO:0015503, GO:1902600, RefSeq:WP_000399162.1, SO:0001217, UniParc:UPI00000DF146, UniRef:UniRef100_B7MCW6, UniRef:UniRef50_Q83PY0, UniRef:UniRef90_Q8Z1Y7
contig_1	cds	2212676	2213227	-	LNNEOK_11105	kefG	glutathione-regulated potassium-efflux system ancillary protein KefG	COG:COG2249, COG:R, GO:0005886, GO:0006813, GO:0008753, GO:0050136, GO:1901381, RefSeq:WP_000081823.1, SO:0001217, UniParc:UPI000180E500, UniRef:UniRef100_B7UK62, UniRef:UniRef50_Q32B14, UniRef:UniRef90_Q32B14
contig_1	cds	2213358	2215271	+	LNNEOK_11110	yheS	ABC transporter ATP-binding protein	COG:COG0488, COG:R, GO:0005524, GO:0016887, RefSeq:WP_000634798.1, SO:0001217, UniParc:UPI000013B217, UniRef:UniRef100_P63390, UniRef:UniRef50_A0A0H2VBH0, UniRef:UniRef90_A0A0H2VBH0
contig_1	cds	2215271	2216293	+	LNNEOK_11115	yheT	hydrolase	COG:COG0429, COG:R, EC:3.1.1.-, GO:0005886, GO:0016787, GO:0034338, GO:0044255, GO:0047372, GO:0050526, RefSeq:WP_000057389.1, SO:0001217, UniParc:UPI00005EF716, UniRef:UniRef100_A0A192EUD0, UniRef:UniRef50_P45524, UniRef:UniRef90_P45524
contig_1	cds	2216287	2216505	+	LNNEOK_11120	yheU	YheU family protein	COG:COG3089, COG:S, RefSeq:WP_000907085.1, SO:0001217, UniParc:UPI000013B21A, UniRef:UniRef100_A7ZSN0, UniRef:UniRef50_Q32B11, UniRef:UniRef90_Q32B11
contig_1	cds	2216559	2217428	+	LNNEOK_11125	prkB	phosphoribulokinase	COG:COG3954, COG:G, EC:2.7.1.19, GO:0005524, GO:0005975, GO:0008974, GO:0016310, RefSeq:WP_001274684.1, SO:0001217, UniParc:UPI0000D50CFB, UniRef:UniRef100_E2QFL1, UniRef:UniRef50_P0AEX5, UniRef:UniRef90_P0AEX5
contig_1	cds	2217483	2217887	-	LNNEOK_11130	yhfA	OsmC family protein	COG:COG1765, COG:R, RefSeq:WP_001148908.1, SO:0001217, UniParc:UPI000013B21F, UniRef:UniRef100_P0ADX3, UniRef:UniRef50_P0ADX3, UniRef:UniRef90_P0ADX3
contig_1	cds	2218189	2218821	+	LNNEOK_11135	crp	cAMP-activated global transcriptional regulator CRP	COG:COG0664, COG:T, GO:0003680, GO:0003700, GO:0005829, GO:0006351, GO:0006355, GO:0008301, GO:0030552, GO:0032993, GO:0042802, GO:0043565, GO:0045013, GO:0045892, GO:0045893, RefSeq:WP_000242755.1, SO:0001217, UniParc:UPI0000110C71, UniRef:UniRef100_P0ACK0, UniRef:UniRef50_P0A2T7, UniRef:UniRef90_P0ACK0
contig_1	cds	2218872	2220962	+	LNNEOK_11140	yhfK	Uncharacterized protein YhfK	GO:0005886, RefSeq:WP_001298205.1, SO:0001217, UniParc:UPI00005EF715, UniRef:UniRef100_A0A8T9CRU3, UniRef:UniRef50_P45537, UniRef:UniRef90_P45537
contig_1	cds	2221040	2222260	-	LNNEOK_11145	argD	bifunctional acetylornithine/succinyldiaminopimelate transaminase	BlastRules:WP_000963792, COG:COG4992, COG:E, EC:2.6.1.11, EC:2.6.1.17, GO:0003992, GO:0005737, GO:0006526, GO:0009016, GO:0009089, GO:0030170, RefSeq:WP_000963803.1, SO:0001217, UniParc:UPI0000D50CFC, UniRef:UniRef100_A0A0D8W4A6, UniRef:UniRef50_P40732, UniRef:UniRef90_P40732
contig_1	sorf	2222212	2222265	-	LNNEOK_11150	yrfJ	Protein YrfJ	RefSeq:WP_240812434.1, SO:0001217, UniParc:UPI001E25D391, UniRef:UniRef100_P0DV19, UniRef:UniRef50_P0DV19, UniRef:UniRef90_P0DV19
contig_1	cds	2222346	2222909	-	LNNEOK_11155	pabA	aminodeoxychorismate synthase component 2	COG:COG0512, COG:EH, EC:2.6.1.85, GO:0000162, GO:0006541, GO:0008153, GO:0009356, GO:0046654, GO:0046656, GO:0046820, GO:0046982, RefSeq:WP_000601853.1, SO:0001217, UniParc:UPI00000DF14B, UniRef:UniRef100_E2QFL6, UniRef:UniRef50_P00903, UniRef:UniRef90_P00903
contig_1	cds	2222941	2223543	-	LNNEOK_11160	fic	putative adenosine monophosphate-protein transferase Fic	COG:COG2184, COG:T, EC:2.7.7.108, GO:0005524, GO:0051302, GO:0070733, RefSeq:WP_001280654.1, SO:0001217, UniParc:UPI0001F07ECC, UniRef:UniRef100_A0A1Q4P9Q9, UniRef:UniRef50_P20605, UniRef:UniRef90_P20605
contig_1	cds	2223533	2223700	-	LNNEOK_11165	yhfG	Uncharacterized protein YhfG	RefSeq:WP_000736858.1, SO:0001217, UniParc:UPI00000DF14D, UniRef:UniRef100_E2QFL8, UniRef:UniRef50_P0ADX6, UniRef:UniRef90_P0ADX6
contig_1	cds	2223805	2224377	-	LNNEOK_11170	ppiA	peptidylprolyl isomerase A	COG:COG0652, COG:O, EC:5.2.1.8, GO:0003755, GO:0006457, GO:0030288, GO:0042597, RefSeq:WP_000477225.1, SO:0001217, UniParc:UPI0000132068, UniRef:UniRef100_P0AFL5, UniRef:UniRef50_O53021, UniRef:UniRef90_P20753
contig_1	cds	2224648	2225829	+	LNNEOK_11175	tsgA	MFS transporter TsgA	COG:COG0738, COG:G, GO:0005886, GO:0022857, GO:0055085, RefSeq:WP_000185247.1, SO:0001217, UniParc:UPI000013774C, UniRef:UniRef100_A7ZSN9, UniRef:UniRef50_Q8X4S4, UniRef:UniRef90_Q8X4S4
contig_1	cds	2226091	2228634	+	LNNEOK_11180	nirB	NADPH-nitrite reductase large subunit	BlastRules:WP_000049208, BlastRules:WP_000746903, COG:C, COG:COG1251, EC:1.7.1.15, EC:1.7.1.4, GO:0006113, GO:0006116, GO:0009344, GO:0020037, GO:0042128, GO:0046872, GO:0050660, GO:0050661, GO:0051537, GO:0051539, GO:0106316, RefSeq:WP_000049213.1, SO:0001217, UniParc:UPI00000D0258, UniRef:UniRef100_C3SQF7, UniRef:UniRef50_P08201, UniRef:UniRef90_P08201
contig_1	cds	2228631	2228957	+	LNNEOK_11185	nirD	nitrite reductase small subunit NirD	COG:COG2146, COG:PQ, EC:1.7.1.15, GO:0005737, GO:0008942, GO:0009344, GO:0042128, GO:0051537, GO:0106316, RefSeq:WP_000084762.1, SO:0001217, UniParc:UPI00000DF14F, UniRef:UniRef100_E2QFM2, UniRef:UniRef50_P0A9I9, UniRef:UniRef90_P0A9I9
contig_1	cds	2229083	2229889	+	LNNEOK_11190	nirC	nitrite transporter NirC	COG:COG2116, COG:P, GO:0005886, GO:0022857, GO:0042128, GO:0055085, RefSeq:WP_000493588.1, SO:0001217, UniParc:UPI00000DF150, UniRef:UniRef100_E2QFM3, UniRef:UniRef50_P0AC26, UniRef:UniRef90_P0AC26
contig_1	cds	2229908	2231281	+	LNNEOK_11195	cysG	siroheme synthase CysG	COG:COG1648, COG:H, EC:1.3.1.76, EC:2.1.1.107, EC:4.99.1.4, GO:0004851, GO:0009236, GO:0019354, GO:0032259, GO:0043115, GO:0051266, GO:0051287, RefSeq:WP_000349860.1, SO:0001217, UniParc:UPI00000DF151, UniRef:UniRef100_B7UK79, UniRef:UniRef50_P25924, UniRef:UniRef90_Q32AZ8
contig_1	cds	2231533	2231700	+	LNNEOK_11200	yhfL	Uncharacterized protein YhfL	GO:0016020, RefSeq:WP_001031834.1, SO:0001217, UniParc:UPI000013B224, UniRef:UniRef100_P64629, UniRef:UniRef50_P64629, UniRef:UniRef90_P64629
contig_1	cds	2231808	2232893	-	LNNEOK_11205	yhfS	Uncharacterized protein YhfS	COG:COG1167, COG:KE, GO:0006520, GO:0009058, GO:0016765, GO:0030170, RefSeq:WP_000847192.1, SO:0001217, UniParc:UPI000191E56D, UniRef:UniRef100_A0A414VLY0, UniRef:UniRef50_P45545, UniRef:UniRef90_P45545
contig_1	cds	2232905	2234209	-	LNNEOK_11210	yhfT	Uncharacterized protein YhfT	GO:0005886, RefSeq:WP_000366847.1, SO:0001217, UniParc:UPI00000DF153, UniRef:UniRef100_E2QFM7, UniRef:UniRef50_P45546, UniRef:UniRef90_P45546
contig_1	cds	2234221	2234574	-	LNNEOK_11215	yhfU	Uncharacterized protein YhfU	RefSeq:WP_000719728.1, SO:0001217, UniParc:UPI00005F283D, UniRef:UniRef100_P64632, UniRef:UniRef50_P64632, UniRef:UniRef90_P64632
contig_1	cds	2234585	2235463	-	LNNEOK_11220	php	phosphotriesterase-related protein	COG:COG1735, COG:R, EC:3.1.-.-, GO:0008270, GO:0009056, GO:0016788, RefSeq:WP_001539922.1, SO:0001217, UniParc:UPI0002A1E1C7, UniRef:UniRef100_A0A8B5HLH5, UniRef:UniRef50_P45548, UniRef:UniRef90_P45548
contig_1	cds	2235460	2236686	-	LNNEOK_11225	yhfW	phosphopentomutase	COG:COG1015, COG:G, EC:5.4.2.7, GO:0000287, GO:0005829, GO:0008973, GO:0009117, GO:0043094, KEGG:K01839, RefSeq:WP_001539925.1, SO:0001217, UniParc:UPI0002A41E93, UniRef:UniRef100_A0A8B5HNE0, UniRef:UniRef50_P45549, UniRef:UniRef90_P45549
contig_1	cds	2236687	2237850	-	LNNEOK_11230	yhfX	Uncharacterized protein YhfX	COG:COG3457, COG:E, RefSeq:WP_001539926.1, SO:0001217, UniParc:UPI0002A349F2, UniRef:UniRef100_A0A7B5JZZ7, UniRef:UniRef50_P45550, UniRef:UniRef90_P45550
contig_1	cds	2237934	2238296	-	LNNEOK_11235		PRD domain-containing protein	RefSeq:WP_001296472.1, SO:0001217, UniParc:UPI00005EF70B, UniRef:UniRef100_E2QFN2, UniRef:UniRef50_P45551, UniRef:UniRef90_Q0SZT6
contig_1	cds	2238313	2239218	-	LNNEOK_11240	yhfZ	GntR family transcriptional regulator YhfZ	RefSeq:WP_001254826.1, SO:0001217, UniParc:UPI0000D50D03, UniRef:UniRef100_A0A2G8ZT67, UniRef:UniRef50_P45552, UniRef:UniRef90_P45552
contig_1	cds	2239378	2240382	-	LNNEOK_11245	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_000165543.1, SO:0001217, UniParc:UPI0000136721, UniRef:UniRef100_P67589, UniRef:UniRef50_P00954, UniRef:UniRef90_P00954
contig_1	cds	2240375	2241133	-	LNNEOK_11250	gph	phosphoglycolate phosphatase	COG:C, COG:COG0546, EC:3.1.3.18, GO:0000287, GO:0005829, GO:0005975, GO:0006281, GO:0008967, GO:0016311, GO:0031404, GO:0046295, RefSeq:WP_001774064.1, SO:0001217, UniParc:UPI0002A24941, UniRef:UniRef100_UPI0002A24941, UniRef:UniRef50_P32662, UniRef:UniRef90_P32662
contig_1	cds	2241126	2241803	-	LNNEOK_11255	dam	adenine-specific DNA-methyltransferase	EC:2.1.1.72, EC:5.1.3.1, GO:0003676, GO:0004750, GO:0005829, GO:0008198, GO:0009007, GO:0009052, GO:0019323, GO:0032775, GO:0046872, RefSeq:WP_000816280.1, SO:0001217, UniParc:UPI000013461C, UniRef:UniRef100_P0AG09, UniRef:UniRef50_P0AG09, UniRef:UniRef90_P0AG09
contig_1	cds	2241821	2242657	-	LNNEOK_11260	dam	adenine-specific DNA-methyltransferase	EC:2.1.1.72, EC:5.1.3.1, GO:0003676, GO:0004750, GO:0005829, GO:0008198, GO:0009007, GO:0009052, GO:0019323, GO:0032775, GO:0046872, RefSeq:WP_000742141.1, SO:0001217, UniParc:UPI00000DF15A, UniRef:UniRef100_P0AG09, UniRef:UniRef50_P0AG09, UniRef:UniRef90_P0AG09
contig_1	cds	2242764	2244050	-	LNNEOK_11265	damX	cell division protein DamX	COG:COG3266, COG:D, GO:0005886, GO:0008047, GO:0030428, GO:0032153, GO:0032506, GO:0042834, RefSeq:WP_000343176.1, SO:0001217, UniParc:UPI0001E18052, UniRef:UniRef100_A0A366YM98, UniRef:UniRef50_P11557, UniRef:UniRef90_P11557
contig_1	cds	2244142	2245230	-	LNNEOK_11270	aroB	3-dehydroquinate synthase	COG:COG0337, COG:E, EC:4.2.3.4, GO:0000166, GO:0003856, GO:0005737, GO:0008652, GO:0009073, GO:0009423, GO:0046872, RefSeq:WP_001356903.1, SO:0001217, UniParc:UPI0001F66624, UniRef:UniRef100_A0A2P6ITK2, UniRef:UniRef50_Q8EK19, UniRef:UniRef90_P77980
contig_1	cds	2245287	2245808	-	LNNEOK_11275	aroK	shikimate kinase AroK	COG:COG0703, COG:E, EC:2.7.1.71, GO:0000287, GO:0004765, GO:0005524, GO:0005737, GO:0008652, GO:0009073, GO:0009423, GO:0016310, RefSeq:WP_000818618.1, SO:0001217, UniParc:UPI00001120EC, UniRef:UniRef100_A7ZSR5, UniRef:UniRef50_Q7NA55, UniRef:UniRef90_A7ZSR5
contig_1	cds	2246209	2247417	-	LNNEOK_11280	hofQ	DNA uptake porin HofQ	COG:COG4796, COG:U, GO:0003677, GO:0006308, GO:0009279, GO:0009306, GO:0015976, GO:0019867, SO:0001217, UniParc:UPI0002A45DF9, UniRef:UniRef100_A0A3K3AIB8, UniRef:UniRef50_P34749, UniRef:UniRef90_P34749
contig_1	cds	2247359	2247763	-	LNNEOK_11285	hofP	DNA utilization protein HofP	BlastRules:WP_001264141, KEGG:K12291, RefSeq:WP_001264138.1, SO:0001217, UniParc:UPI00005EF707, UniRef:UniRef100_A0A0D8VZ22, UniRef:UniRef50_P45750, UniRef:UniRef90_Q32AK3
contig_1	cds	2247753	2248193	-	LNNEOK_11290	hofO	DNA utilization protein HofO	GO:0005886, GO:0006308, GO:0015976, RefSeq:WP_001055744.1, SO:0001217, UniParc:UPI0001E8A775, UniRef:UniRef100_A0A3K0JVJ6, UniRef:UniRef50_P45751, UniRef:UniRef90_P45751
contig_1	cds	2248177	2248716	-	LNNEOK_11295	hofN	Putative DNA utilization protein HofN	COG:COG3166, COG:NW, GO:0005886, RefSeq:WP_001069307.1, SO:0001217, UniParc:UPI000191E5DC, UniRef:UniRef100_A0A377K0M5, UniRef:UniRef50_P64634, UniRef:UniRef90_P64634
contig_1	cds	2248716	2249495	-	LNNEOK_11300	hofM	DNA utilization protein HofM	BlastRules:WP_001295166, COG:COG4972, COG:NW, GO:0006308, GO:0015976, RefSeq:WP_001296474.1, SO:0001217, UniParc:UPI00005EF704, UniRef:UniRef100_E2QFP5, UniRef:UniRef50_P45753, UniRef:UniRef90_P45753
